tick,deer_index,chamois_index,bear_index,broadleaf_index,nontarget_index,biodiversity_index,income_index,human_pop_indexed,emigration_rate,pct_accepted,ecosystem_status,hunt_pressure,predator_damage,agreement_active,run_id,param_simulation-years
15,145.2126296486621,136.11126924155664,104.54349295650445,113.81830697652609,68.42137163082963,128.22977772234754,132.43677874768693,63.54100564747544,5.0,100.0,1.0,0.0,0.3066009181062066,1.0,2,30.376709391550598
16,147.6457208605926,138.1025195245342,104.81280582904344,114.64193478522134,67.0169264020764,129.8061792869469,134.76458666025127,62.50974903728353,5.0,100.0,1.0,0.0,0.32750961669750817,1.0,2,30.376709391550598
17,149.98785972840463,140.03123539633145,105.07810790133152,115.45263818651816,65.669545874762,131.32944487239217,137.0884150417313,62.46817986098969,5.0,100.0,1.0,0.0,0.3484721778633172,1.0,2,30.376709391550598
18,155.98834526066247,145.63029784661654,108.75310586771676,118.69065899253744,66.58115407803149,136.18893239923077,139.35711845371557,62.092861659599585,5.0,100.0,2.0,0.0,0.36948779944358284,1.0,2,30.376709391550598
19,161.7296859681235,151.04553878429724,112.42341059983201,121.84654907250317,67.47203423883364,140.86878202289978,141.57076729471808,60.04712360952892,5.0,100.0,2.0,0.0,0.39123842061712555,1.0,2,30.376709391550598
20,167.1871195785128,156.2531706572506,116.08004159152077,124.91331131390835,68.34177447839585,145.35022881636485,143.72956667084526,57.98092817895755,5.0,100.0,2.0,0.0,0.41372310273709356,1.0,2,30.376709391550598
21,172.34208968635573,161.23349275932623,119.71411915096417,127.8848753144886,67.13978099159301,149.37448193220746,145.83385488358078,56.22740412741379,5.0,100.0,2.0,0.0,0.4369391110553975,1.0,2,30.376709391550598
22,177.18218264740648,165.97105736916626,123.31695071683457,130.75612173925666,66.00331400604539,153.18536444761838,147.88410062282827,55.4563448353546,5.0,100.0,2.0,0.0,0.4608819348855891,1.0,2,30.376709391550598
23,181.70083077965586,170.454677737655,126.88011382231359,133.52288796086611,64.92733968328695,156.77558949607285,149.88089891549356,54.344241617041476,5.0,100.0,2.0,0.0,0.4855453250289576,1.0,2,30.376709391550598
24,185.89682812333876,174.67729370747315,130.39553402868776,136.1819562735009,63.90732878586077,160.141595068945,151.82496590506324,53.55435069987856,3.0,85.45454545454545,2.0,0.0,0.5109213477934197,1.0,2,30.376709391550598
25,189.7737111214364,178.63571754681178,133.855556312487,138.73102642886602,62.93919469167872,163.28318133629867,153.71713256037594,52.089894206877354,3.0,95.91836734693877,2.0,0.0,0.5370004545991566,1.0,2,30.376709391550598
26,193.33905702518084,182.3302866852289,137.25300860245267,140.74367920128395,62.019240359871915,166.15249100872836,156.65833743133916,50.61079314894612,3.0,0.0,2.0,0.0,0.5637715658616539,0.0,2,30.376709391550598
27,196.60374868346327,185.7644514992452,140.58125641448268,142.67222345132825,61.14411277092079,168.80865910956973,159.54961858512192,49.45023441376892,3.0,0.0,2.0,0.0,0.5912221675821453,0.0,2,30.376709391550598
28,199.5812470607373,188.94432544375448,143.83424781180497,144.51713375510295,60.310763636740504,171.25895662464566,162.39210486794485,48.944736757906604,3.0,0.0,2.0,0.0,0.6193384188650414,0.0,2,30.376709391550598
29,202.28690381292225,191.87822218386978,147.00654821076876,146.27925233844405,59.51641539372958,173.51218412332258,165.1870066447833,48.76751745881901,3.0,0.0,2.0,0.0,0.6481052684274027,0.0,2,30.376709391550598
30,204.73733682822308,194.5762005498742,150.09336484657422,147.95975213625746,58.75853166587874,175.57825930397698,167.9356061720847,48.2551926334072,3.0,0.0,2.0,0.0,0.6775065780695564,0.0,2,30.376709391550598
1,103.33333333333331,102.66666666666666,100.33333333333334,101.0,97.0,102.0,96.395,94.13333333333333,8.12,71.83098591549296,1.0,0.0,0.019999999999999987,1.0,3,33.902489406547026
2,106.6514814814815,105.3131851851852,100.66220370370371,101.9898,94.1773,104.00765211640213,95.78506694444444,87.55306666666667,8.24,85.86387434554975,1.0,0.0,0.04006666666666648,1.0,3,33.902489406547026
3,109.94642106771377,107.93502063834659,100.98663456869679,102.96911013919198,91.516490849413,106.01618813852762,95.17026742591399,82.92015786666667,8.36,92.0,1.0,0.0,0.06019910740740753,1.0,3,33.902489406547026
4,113.21032485706743,110.52779898324727,101.30665053315214,103.93765591479635,89.0039104201958,108.01918142178776,94.55066766791671,77.25018579626666,8.48,94.87179487179486,1.0,0.0,0.08039643432114663,1.0,3,33.902489406547026
5,116.43563579050648,113.08733547288175,101.6222773034408,104.89517832882771,86.62740159916991,110.01056011394803,93.9263335083651,72.53485394930347,8.6,95.71428571428572,1.0,0.0,0.10065776442777746,1.0,3,33.902489406547026
6,119.6151359591308,115.60966045313596,101.93354164212005,105.84143399136524,84.37610958682275,111.9846220211704,93.29733038373331,68.44846611423124,8.72,96.03174603174604,1.0,0.0,0.12098221988846494,1.0,3,33.902489406547026
7,122.7420092010788,118.09104221696099,102.24047132301146,106.77619518123649,82.2403112261205,113.93604954461891,92.66372331388814,65.32938717647842,8.84,98.26086956521739,1.0,0.0,0.14136892821688957,1.0,3,33.902489406547026
8,125.80989621015783,120.52800666601597,102.54309508674643,107.69924986519727,80.21127058894976,115.8599234120844,92.02557688758695,61.85202227389024,8.96,99.02912621359224,1.0,0.0,0.16181702248149155,1.0,3,33.902489406547026
9,128.8129412839183,122.9173536023492,102.84144259681977,108.61040167684797,78.28111621010164,117.75173419833918,91.38295524863466,59.013505118748036,9.08,98.9247311827957,1.0,0.0,0.18232564149884078,1.0,3,33.902489406547026
10,131.74583009831406,125.25616954628849,103.13554439619033,109.50946985667215,76.4427362635718,119.60739087673254,90.7359220826918,56.15227982636468,9.2,98.79518072289156,1.0,0.0,0.20289393001820472,1.0,3,33.902489406547026
11,134.60381816415497,127.54183704926297,103.42543186446437,110.39628915471444,74.68968868533321,121.42322587392609,90.08454060472484,55.601498064975594,9.32,98.75,1.0,0.0,0.22352103889744307,1.0,3,33.902489406547026
12,137.38274988537725,129.77204053958516,103.71113717569517,111.27070969752964,73.0161238065596,123.19599630893411,89.42887354708941,52.54617222196715,12.44,100.0,1.0,0.0,0.24420612527033603,1.0,3,33.902489406547026
13,140.0790683897953,131.94476880335768,103.99269325682977,112.13259682113713,71.41671750583916,124.92288128519104,88.76898314823697,50.14223641641031,12.56,100.0,1.0,0.0,0.2649483527054745,1.0,3,33.902489406547026
14,142.6898165300649,134.05831426003533,104.27013374683152,112.98183087180091,69.8866132440465,126.60147526844167,88.1049311420345,46.7262809318257,12.68,100.0,1.0,0.0,0.2857468913568405,1.0,3,33.902489406547026
15,145.2126296486621,136.11126924155664,104.54349295650445,113.81830697652609,68.42137163082963,128.22977772234754,87.43677874768693,44.29324566981816,12.8,100.0,1.0,0.0,0.3066009181062074,1.0,3,33.902489406547026
16,147.6457208605926,138.1025195245342,104.81280582904344,114.64193478522134,67.0169264020764,129.8061792869469,86.76458666025128,42.18137856483392,12.92,100.0,1.0,0.0,0.32750961669750817,1.0,3,33.902489406547026
17,149.98785972840463,140.03123539633145,105.07810790133152,115.45263818651816,65.669545874762,131.32944487239217,86.08841504173131,41.725618790991426,13.04,100.0,1.0,0.0,0.34847217786331663,1.0,3,33.902489406547026
18,155.98834526066247,145.63029784661654,108.75310586771676,118.69065899253744,66.58115407803149,136.18893239923077,85.35711845371556,40.26758021827971,13.16,100.0,2.0,0.0,0.36948779944358284,1.0,3,33.902489406547026
19,161.7296859681235,151.04553878429724,112.42341059983201,121.84654907250317,67.47203423883364,140.86878202289978,84.57076729471808,39.802251452704446,13.28,100.0,2.0,0.0,0.3912384206171264,1.0,3,33.902489406547026
20,167.1871195785128,156.2531706572506,116.08004159152077,124.91331131390835,68.34177447839585,145.35022881636485,83.72956667084527,39.3345960433013,13.4,100.0,2.0,0.0,0.41372310273709273,1.0,3,33.902489406547026
21,172.34208968635573,161.23349275932623,119.71411915096417,127.8848753144886,67.13978099159301,149.37448193220746,82.83385488358081,38.53126902351781,13.52,100.0,2.0,0.0,0.4369391110553968,1.0,3,33.902489406547026
22,177.18218264740648,165.97105736916626,123.31695071683457,130.75612173925666,66.00331400604539,153.18536444761838,81.8841006228283,38.390592035302056,13.64,100.0,2.0,0.0,0.4608819348855898,1.0,3,33.902489406547026
23,181.70083077965586,170.454677737655,126.88011382231359,133.52288796086611,64.92733968328695,156.77558949607285,80.88089891549359,37.9158783288119,13.76,100.0,2.0,0.0,0.48554532502895675,1.0,3,33.902489406547026
24,185.89682812333876,174.67729370747315,130.39553402868776,136.1819562735009,63.90732878586077,160.141595068945,79.82496590506327,37.77212438712263,13.879999999999999,88.88888888888889,2.0,0.0,0.5109213477934194,1.0,3,33.902489406547026
25,189.7737111214364,178.63571754681178,133.855556312487,138.73102642886602,62.93919469167872,163.28318133629867,78.71713256037596,37.62765167572491,14.0,88.23529411764706,2.0,0.0,0.5370004545991571,1.0,3,33.902489406547026
26,193.33905702518084,182.3302866852289,137.25300860245267,140.74367920128395,62.019240359871915,166.15249100872836,78.65833743133916,37.14912326743687,14.120000000000001,0.0,2.0,0.0,0.5637715658616546,0.0,3,33.902489406547026
27,196.60374868346327,185.7644514992452,140.58125641448268,142.67222345132825,61.14411277092079,168.80865910956973,78.54961858512192,36.00153555044072,14.24,0.0,2.0,0.0,0.5912221675821449,0.0,3,33.902489406547026
28,199.5812470607373,188.94432544375448,143.83424781180497,144.51713375510295,60.310763636740504,171.25895662464566,78.39210486794485,35.84820989485959,14.36,0.0,2.0,0.0,0.6193384188650414,0.0,3,33.902489406547026
29,202.28690381292225,191.87822218386978,147.00654821076876,146.27925233844405,59.51641539372958,173.51218412332258,78.18700664478332,35.69411761100056,14.48,0.0,2.0,0.0,0.6481052684274023,0.0,3,33.902489406547026
30,204.73733682822308,194.5762005498742,150.09336484657422,147.95975213625746,58.75853166587874,175.57825930397698,77.9356061720847,35.87258819905556,14.6,0.0,2.0,0.0,0.677506578069556,0.0,3,33.902489406547026
1,103.33333333333331,102.66666666666666,100.33333333333334,101.0,97.0,102.0,96.395,92.8,8.12,76.36363636363637,1.0,0.0,0.019999999999999973,1.0,4,33.144257221107814
2,106.6514814814815,105.3131851851852,100.66220370370371,101.9898,94.1773,104.00765211640213,95.78506694444444,88.20906666666666,8.24,85.7843137254902,1.0,0.0,0.040066666666666466,1.0,4,33.144257221107814
3,109.94642106771377,107.93502063834659,100.98663456869679,102.96911013919198,91.516490849413,106.01618813852762,95.17026742591399,82.58140586666666,8.36,89.1891891891892,1.0,0.0,0.06019910740740757,1.0,4,33.144257221107814
4,113.21032485706743,110.52779898324727,101.30665053315214,103.93765591479635,89.0039104201958,108.01918142178776,94.55066766791671,79.90872378026666,8.48,92.0,1.0,0.0,0.08039643432114661,1.0,4,33.144257221107814
5,116.43563579050648,113.08733547288175,101.6222773034408,104.89517832882771,86.62740159916991,110.01056011394803,93.9263335083651,77.21466023717545,8.6,93.33333333333333,1.0,0.0,0.10065776442777748,1.0,4,33.144257221107814
6,119.6151359591308,115.60966045313596,101.93354164212005,105.84143399136524,84.37610958682275,111.9846220211704,93.29733038373331,71.83237751907285,8.72,93.87755102040816,1.0,0.0,0.12098221988846489,1.0,4,33.144257221107814
7,122.7420092010788,118.09104221696099,102.24047132301146,106.77619518123649,82.2403112261205,113.93604954461891,92.66372331388814,68.40703653922544,8.84,97.03703703703704,1.0,0.0,0.14136892821688937,1.0,4,33.144257221107814
8,125.80989621015783,120.52800666601597,102.54309508674643,107.69924986519727,80.21127058894976,115.8599234120844,92.02557688758695,64.6209594982059,8.96,98.36065573770492,1.0,0.0,0.16181702248149182,1.0,4,33.144257221107814
9,128.8129412839183,122.9173536023492,102.84144259681977,108.61040167684797,78.28111621010164,117.75173419833918,91.38295524863466,60.13792717419155,9.08,99.06542056074767,1.0,0.0,0.18232564149884095,1.0,4,33.144257221107814
10,131.74583009831406,125.25616954628849,103.13554439619033,109.50946985667215,76.4427362635718,119.60739087673254,90.7359220826918,56.28569725825175,9.2,98.93617021276596,1.0,0.0,0.20289393001820485,1.0,4,33.144257221107814
11,134.60381816415497,127.54183704926297,103.42543186446437,110.39628915471444,74.68968868533321,121.42322587392609,90.08454060472484,54.069316169651096,9.32,98.83720930232558,1.0,0.0,0.223521038897443,1.0,4,33.144257221107814
12,137.38274988537725,129.77204053958516,103.71113717569517,111.27070969752964,73.0161238065596,123.19599630893411,89.42887354708941,53.00632941716602,12.44,100.0,1.0,0.0,0.24420612527033583,1.0,4,33.144257221107814
13,140.0790683897953,131.94476880335768,103.99269325682977,112.13259682113713,71.41671750583916,124.92288128519104,88.76898314823697,49.604694397585185,12.56,100.0,1.0,0.0,0.26494835270547445,1.0,4,33.144257221107814
14,142.6898165300649,134.05831426003533,104.27013374683152,112.98183087180091,69.8866132440465,126.60147526844167,88.1049311420345,48.519384536239784,12.68,100.0,1.0,0.0,0.2857468913568405,1.0,4,33.144257221107814
15,145.2126296486621,136.11126924155664,104.54349295650445,113.81830697652609,68.42137163082963,128.22977772234754,87.43677874768693,46.42864812558765,12.8,100.0,1.0,0.0,0.3066009181062072,1.0,4,33.144257221107814
16,147.6457208605926,138.1025195245342,104.81280582904344,114.64193478522134,67.0169264020764,129.8061792869469,86.76458666025128,45.327458032882255,12.92,100.0,1.0,0.0,0.32750961669750817,1.0,4,33.144257221107814
17,149.98785972840463,140.03123539633145,105.07810790133152,115.45263818651816,65.669545874762,131.32944487239217,86.08841504173131,44.554095323046674,13.04,100.0,1.0,0.0,0.34847217786331675,1.0,4,33.144257221107814
18,155.98834526066247,145.63029784661654,108.75310586771676,118.69065899253744,66.58115407803149,136.18893239923077,85.35711845371556,43.44353246632856,13.16,100.0,2.0,0.0,0.36948779944358284,1.0,4,33.144257221107814
19,161.7296859681235,151.04553878429724,112.42341059983201,121.84654907250317,67.47203423883364,140.86878202289978,84.57076729471808,39.99408346199354,13.28,100.0,2.0,0.0,0.3912384206171264,1.0,4,33.144257221107814
20,167.1871195785128,156.2531706572506,116.08004159152077,124.91331131390835,68.34177447839585,145.35022881636485,83.72956667084527,38.52738721263684,13.4,100.0,2.0,0.0,0.41372310273709273,1.0,4,33.144257221107814
21,172.34208968635573,161.23349275932623,119.71411915096417,127.8848753144886,67.13978099159301,149.37448193220746,82.83385488358081,37.38669081536669,13.52,100.0,2.0,0.0,0.43693911105539673,1.0,4,33.144257221107814
22,177.18218264740648,165.97105736916626,123.31695071683457,130.75612173925666,66.00331400604539,153.18536444761838,81.8841006228283,36.57362426944352,13.64,100.0,2.0,0.0,0.4608819348855899,1.0,4,33.144257221107814
23,181.70083077965586,170.454677737655,126.88011382231359,133.52288796086611,64.92733968328695,156.77558949607285,80.88089891549359,34.75649239079074,13.76,100.0,2.0,0.0,0.48554532502895675,1.0,4,33.144257221107814
24,185.89682812333876,174.67729370747315,130.39553402868776,136.1819562735009,63.90732878586077,160.141595068945,79.82496590506327,34.59694151941136,13.879999999999999,100.0,2.0,0.0,0.5109213477934194,1.0,4,33.144257221107814
25,189.7737111214364,178.63571754681178,133.855556312487,138.73102642886602,62.93919469167872,163.28318133629867,78.71713256037596,34.76992622700842,14.0,94.73684210526315,2.0,0.0,0.5370004545991571,1.0,4,33.144257221107814
26,193.33905702518084,182.3302866852289,137.25300860245267,140.74367920128395,62.019240359871915,166.15249100872836,78.65833743133916,34.27710919147679,14.120000000000001,0.0,2.0,0.0,0.5637715658616544,0.0,4,33.144257221107814
27,196.60374868346327,185.7644514992452,140.58125641448268,142.67222345132825,61.14411277092079,168.80865910956973,78.54961858512192,33.7818280707675,14.24,0.0,2.0,0.0,0.591222167582145,0.0,4,33.144257221107814
28,199.5812470607373,188.94432544375448,143.83424781180497,144.51713375510295,60.310763636740504,171.25895662464566,78.39210486794485,32.61740387778801,14.36,0.0,2.0,0.0,0.6193384188650414,0.0,4,33.144257221107814
29,202.28690381292225,191.87822218386978,147.00654821076876,146.27925233844405,59.51641539372958,173.51218412332258,78.18700664478332,32.11382423051028,14.48,0.0,2.0,0.0,0.6481052684274023,0.0,4,33.144257221107814
30,204.73733682822308,194.5762005498742,150.09336484657422,147.95975213625746,58.75853166587874,175.57825930397698,77.9356061720847,32.27439335166284,14.6,0.0,2.0,0.0,0.677506578069556,0.0,4,33.144257221107814
